disasterNumber,incidentType,state,county,city,zipCode,validRegistrations,averageFemaInspectedDamage,totalInspected,totalDamage,noFemaInspectedDamage,femaInspectedDamageBetween1And10000,femaInspectedDamageBetween10001And20000,femaInspectedDamageBetween20001And30000,femaInspectedDamageGreaterThan30000,approvedForFemaAssistance,totalApprovedIhpAmount,repairReplaceAmount,rentalAmount,otherNeedsAmount,approvedBetween1And10000,approvedBetween10001And25000,approvedBetween25001AndMax,totalMaxGrants,hash,lastRefresh
1935,Severe Storm(s),IL,Cook (County),LA GRANGE HIGHLANDS,60525,6,3579,6,21475,0,6,0,0,0,5,20214,20214,0,0,5,0,0,0,3678871a9babbd29d562feb3a500444c,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),LYNWOOD,60620,1,3475,1,3475,0,1,0,0,0,1,2541,2541,0,0,1,0,0,0,993088e9e30ef942eb4c23571c48fde2,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),MAYWOOD IL,60153,1,1665,1,1665,0,1,0,0,0,1,1103,1103,0,0,1,0,0,0,9debe0b7421f53af4383cde26cb7c55f,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),NORTHLAKE,60164,107,4564,104,474698,6,91,2,3,2,75,289652,238869,36526,14257,71,4,0,0,d94dc8fbd4dd2d05f685dcbe78f9cc04,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),OLYMPIAFIELDS,60461,1,42,1,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,090e1232b989595d0d21f666bce73f58,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),PARK FOREST,60484,4,349,4,1395,2,2,0,0,0,1,779,779,0,0,1,0,0,0,9cc46de93d28541bf77b3482c20f0cd0,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),RICHTON PK,60471,2,1912,2,3824,0,2,0,0,0,2,3504,3504,0,0,2,0,0,0,87fbbb543770056340262bd50b297790,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),SAUK VILLAGE,60411,241,2680,231,618994,14,212,5,0,0,195,729394,564035,143856,21503,184,9,2,2,6bafffa097044f98a134f2743d8690a7,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),ARLINGTON HEIGHTS,60004,1,2051,1,2051,0,1,0,0,0,1,2051,2051,0,0,1,0,0,0,9b93ee0ee2c00c3098fe8b5b2c99aa07,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),BELLWOOD,60153,2,1212,2,2424,1,1,0,0,0,1,294,0,0,294,1,0,0,0,69f473fb903ac0c48f86dc6eb42be5ae,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),BROOKFIELD,60513,339,3658,331,1210680,7,310,13,1,0,296,965280,907551,29884,27845,287,9,0,0,70af0dab914964e7f0da27381964a506,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CALUMET PARK,60627,2,2108,2,4216,0,2,0,0,0,2,3946,3946,0,0,2,0,0,0,e1111763da08893610336cf5dcadc161,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHCIAGO,60638,1,1121,1,1121,0,1,0,0,0,1,1121,1121,0,0,1,0,0,0,da789ac85eca57fa168239c9bbfe6dfb,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHGO HTS,60411,1,494,1,494,0,1,0,0,0,1,494,494,0,0,1,0,0,0,b73801768eb7e02ac5f894f64abd29c8,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAG,60620,1,2834,1,2834,0,1,0,0,0,1,2015,2015,0,0,1,0,0,0,834677982472215e5eb1a2dcaffb28b8,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60104,1,3034,1,3034,0,1,0,0,0,1,4373,2567,1806,0,1,0,0,0,50999e59748abfea36c901c8b06608d4,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60608,830,3376,768,2592401,38,689,38,3,0,693,2469474,2098573,170907,199994,657,36,0,0,224d23be779c4163d14dc5c40ba10055,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60618,340,3100,314,973282,26,269,15,4,0,267,899169,755018,75776,68375,257,10,0,0,83ded055eb8df4f8eb2b32952d509fb1,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60629,6,3569,5757,20547974,132,5,212,17,4,5417,19673578,16500561,1290852,1882165,5,228,16,4,5e690e7c2aba3a9e7265ef5034f5288e,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60640,3,1283,3,3848,2,1,0,0,0,1,3554,3554,0,0,1,0,0,0,c4882b6467a493c47fe2101ace162c61,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60652,2,1950,2202,4294097,66,2,8,1,0,1886,4173959,3355662,542015,276282,1,20,4,1,dee0f9d8d9437b40bac050ec5f0b680a,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60684,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3d32583048edf58272973c331f02273f,2014-11-20T15:20:20 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,69619,1,931,1,931,0,1,0,0,0,1,931,931,0,0,1,0,0,0,fc037dd26997343072680670c5ae5aae,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAO,60617,1,2479,1,2479,0,1,0,0,0,1,2256,2256,0,0,1,0,0,0,d98d53617ba61496124533e7027e0e66,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICGO,60644,1,1869,1,1869,0,1,0,0,0,1,1250,1250,0,0,1,0,0,0,afad12d656b4d1944bc70721f50b479a,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CNTRY CLB HLS,60478,1,275,1,275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,499edca102c5c63d5b7514173f2e7515,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),DESPLAINES,60016,3,3520,3,10560,0,3,0,0,0,2,6909,6909,0,0,2,0,0,0,61c082a99368a38e78a153e19d2ab60e,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),ELMHURST,60126,8,4344,8,34752,0,8,0,0,0,8,26027,22931,2480,616,7,1,0,0,337a9c5de73acd6465dff2ae2eeda347,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),GLENVIEW,60026,5,1017,5,5086,1,4,0,0,0,4,5025,4558,0,467,4,0,0,0,52bf38ecad686f4d07e1b2dd722925e0,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),FLOSSMOOR,60422,155,2589,155,401279,2,151,2,0,0,139,383987,328312,50280,5395,135,4,0,0,230730718523d1cc59b1181a8e3dd828,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),HAZEL CREST,60429,601,2489,586,1458438,17,558,11,0,0,486,1524847,1157961,277339,89547,465,15,6,1,4b4f02fcd3aacd59e08411158107c70f,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),HOMEWOOD,60430,224,2476,219,542328,12,204,2,1,0,191,627688,465088,143722,18878,181,7,3,0,203633105c2313afcb9a7f62350b32fc,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),LEMONT,60439,16,1164,15,17457,3,12,0,0,0,12,34563,17477,16270,816,11,1,0,0,a7b1291cbacd6cbdaec27d5af5fd7f81,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),MARKHAM,60426,11,2889,11,31783,1,10,0,0,0,7,21344,18405,2480,459,7,0,0,0,9e72107ca6b7f6d7c9d610f7a0b92760,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),MELROSE PARK,60164,228,5450,222,1209799,11,182,18,10,1,184,841119,727619,68138,45362,166,16,2,0,98354f9eb89c05814a2b7dea6cee9c70,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),MOUNT PROSPECT,60056,7,1985,6,11908,3,3,0,0,0,3,11143,11143,0,0,3,0,0,0,d8263ce8c5949966624ab2da49570add,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),OAK LAWN,60453,199,2666,192,511936,13,175,4,0,0,160,454234,427692,9130,17412,157,3,0,0,81cc1091fa5c5445daca39ddb571982b,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),PALATINE,60067,2,2206,2,4412,0,2,0,0,0,1,4355,4355,0,0,1,0,0,0,b6975e67a531f78ec5101c9ff2378538,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),PLAINFIELD,60586,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,bbef9783c16abe835dc63c6b472413b4,2014-11-20T15:20:20 +00:00
1935,Severe Storm(s),IL,Cook (County),RIVER GROVE,60171,53,3381,49,165683,2,45,2,0,0,45,148954,122256,21110,5588,42,2,1,0,3ed337936f5c96424e1b10578dabb650,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),BELLWOOD,60104,3,4718,3051,14395072,108,2,260,36,9,2554,12792274,9974630,1640563,1177081,2,265,18,11,21a9c59ff73ff7f73dde9822a7a72cc7,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CALUMETCITY,60409,2,1771,2,3542,0,2,0,0,0,2,3272,3272,0,0,2,0,0,0,a77c9826572ec3b05537771a3fe83583,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),BROADVIEW,60155,1,3618,1204,4355866,28,1,41,1,0,1128,4323068,3529686,453539,339843,1,50,2,1,aefdc3ff0be5b8c461f5f666b7d38739,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHCAGO,60651,1,1075,1,1075,0,1,0,0,0,1,503,503,0,0,1,0,0,0,f81d76080a4e750320949e9acff69017,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAG,60619,1,2577,1,2577,0,1,0,0,0,1,2340,2340,0,0,1,0,0,0,bb38087ebb79736b17309447871277f4,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60020,1,2070,1,2070,0,1,0,0,0,1,1532,1532,0,0,1,0,0,0,cc8d468f4b27dfccdee07bba587f7f16,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),ARGO,60501,1,5332,1,5332,0,1,0,0,0,1,4873,4873,0,0,1,0,0,0,76a325bf32c95be030d45c45a46ddb2d,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHGO,60651,1,1181,1,1181,0,1,0,0,0,1,1181,867,0,314,1,0,0,0,24a596a7d9267bfc18e84c52157a800c,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60607,130,118,73,8637,64,9,0,0,0,42,85216,4496,80586,133,42,0,0,0,c9e9b43a23fa112806082df0829e3b09,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60617,4,2124,4225,8975273,203,3,24,1,1,3686,9116411,7478868,1178755,458788,3,61,7,2,31c6c49b211824e73217ab5008785991,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60639,2,3355,2450,8220134,92,2,103,9,1,2205,7886517,6703801,388318,794398,2,112,2,0,3fdaa983f3b6f640bb1e55bb6e63103f,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60628,5,1899,4924,9351214,392,4,21,0,0,4089,10440791,7809703,1923086,708001,3,82,8,4,fbe17170ef7dae056c049f4edb0a77af,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60651,3,3288,3381,11116100,110,3,112,30,20,3083,11226533,9172095,891952,1162486,2,153,43,25,eabadac01313a432be40f2104d754745,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60678,1,3085,1,3085,0,1,0,0,0,1,2927,2468,0,459,1,0,0,0,d1cabc632f0ce48662e93e027d7dc497,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,66039,1,4051,1,4051,0,1,0,0,0,1,3358,3358,0,0,1,0,0,0,a82e9288dc1007a08a686147cddc3bc6,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAHO,60628,1,2026,1,2026,0,1,0,0,0,1,1539,1539,0,0,1,0,0,0,860899e645153946378f58df70e00840,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CICERO IL,60804,1,1713,1,1713,0,1,0,0,0,1,1490,1490,0,0,1,0,0,0,135d81c837369cfe7a127947b19a3fd4,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICGO,60643,1,3212,1,3212,0,1,0,0,0,1,1435,1435,0,0,1,0,0,0,0b88d2125ec6f3a95beff18afb30412a,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),DES PLAINES,60018,26,1894,26,49243,2,24,0,0,0,19,45559,39494,3836,2229,19,0,0,0,cd41148a2c86c0a058ad1b9d4bd52e18,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),ELK GROVE VILLAGE,60007,7,4647,7,32529,0,5,2,0,0,3,25113,25113,0,0,1,2,0,0,39a9b72f4aa8acf144b6c0eb8646d307,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),EVERGREEN PK,60805,6,1224,6,7343,0,6,0,0,0,5,5043,4774,0,269,5,0,0,0,365e7b980fc98428a45ca392e015e013,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),GLENVIEW,60025,16,1761,16,28171,1,15,0,0,0,11,25291,25057,0,234,11,0,0,0,900ba6cd98aae62870a67d754cf630a6,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),HAZEL,60429,1,630,1,630,0,1,0,0,0,1,630,630,0,0,1,0,0,0,d42d0e4c070e6392cc0da3cf03632096,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),LANSING,60438,332,3046,318,968531,19,293,6,0,0,279,1269256,773085,420211,75959,255,18,6,2,4acf065d65f2eb376fe5bcf155adabba,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),HOMETOWN,60456,8,1063,8,8505,2,6,0,0,0,4,6991,6991,0,0,4,0,0,0,36654ede7ff9fb900b3f4d2b90b264a2,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),LYONS AVE.,60804,1,876,1,876,0,1,0,0,0,1,876,876,0,0,1,0,0,0,d987de2fff0132eb6129224c157766fa,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),MELROSE PARK,60160,1,4394,1086,4771727,26,985,64,9,2,937,3888141,3388621,201669,297852,882,50,5,0,63875ddc8fd64416ca6a1e39743db409,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),MORTON GROVE,60053,24,2648,24,63556,3,20,1,0,0,20,60224,59790,0,434,19,1,0,0,8e9972f61a0a5a735623b8a8f1c0daeb,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),OAK FOREST,60452,64,2612,64,167179,6,56,2,0,0,42,143317,137343,3838,2135,40,2,0,0,f54fc8d842fc122b1d8404e48d48819f,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),ORLAND PARK,60467,20,1839,15,27589,4,11,0,0,0,9,20945,20945,0,0,9,0,0,0,c3ee8ee13750194222f6abed6aeed074,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),PHOENIX,60426,88,1554,86,133628,12,74,0,0,0,48,130979,102642,16926,11411,47,1,0,0,f296b65493e1485e34fddca0033d86f7,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),RIVER FOREST,60305,119,2257,114,257256,9,104,1,0,0,98,209867,190154,11832,7881,96,2,0,0,50cd1247d9c7e50cb32145779baad23a,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),BUFFALO GROVE,60089,2,6349,2,12699,0,1,1,0,0,2,14731,12699,2032,0,1,1,0,0,21928bba5d728879f816a3d21b405000,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),ARLINGTON HEIGHTS,60005,2,1416,2,2832,1,1,0,0,0,1,2832,2832,0,0,1,0,0,0,d8f88eb0489633b38a217887fc208fb3,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHHICAGO,60628,1,10361,1,10361,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7a7f344f96c61c01ede01321dedb0ed2,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),BELLWOOE,60104,1,3079,1,3079,0,1,0,0,0,1,3079,2620,0,459,1,0,0,0,a30ade96ec24d8d2753202f0c842067c,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAG,60628,1,1536,1,1536,0,1,0,0,0,1,1536,1536,0,0,1,0,0,0,5e228e0faf6dcc82ce5c29b105efe7be,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CALUMET PARK,60643,1,483,1,483,0,1,0,0,0,1,483,483,0,0,1,0,0,0,1a8e282210aee95fb53457f90aa2c740,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60609,1,2896,1365,3953326,75,1,26,7,2,1181,3852376,3157372,353940,341064,1,43,6,2,b6480b3ccab32860df2799dabfbc6d4a,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60131,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,aa3de10d8c5d9e028d737535a2b973b6,2014-11-20T15:20:20 +00:00
1935,Severe Storm(s),IL,Cook (County),CHCIAGO,60651,1,3130,1,3130,0,1,0,0,0,1,2860,1785,0,1075,1,0,0,0,85caac29fd1fc728c679dac114f18b7c,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60619,4,2438,4668,11381949,174,4,54,4,0,4192,12111835,9499476,1963610,648749,4,115,14,2,0842c19b7da2ae9304018e1d936049ed,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60630,98,2312,96,221974,20,75,1,0,0,71,198791,186049,2032,10709,70,1,0,0,665ee9924716796050e343d2ad10f832,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60641,506,2580,482,1243705,78,394,10,0,0,378,1162871,1027094,44816,90961,366,12,0,0,648b7600cfc507f514be5e392e343882,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60653,357,3182,330,1050176,21,290,18,1,0,274,923801,782636,114528,26637,255,19,0,0,24f710afae976c4c50585d2f45e3d413,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60689,1,2924,1,2924,0,1,0,0,0,1,2924,2465,0,459,1,0,0,0,26526a420ad9f2506c6171454eeeeae0,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAO,60628,2,2061,2,4123,0,2,0,0,0,2,3456,3456,0,0,2,0,0,0,f8814d69cee3a46c11e7e1cd9a77e7a2,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO HEIGHTS,60411,401,2370,389,921944,26,359,4,0,0,315,1108284,782924,282519,42841,302,8,5,1,79d03faaba7ba1fbe7d546e473313fb3,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICGO,60651,1,9532,1,9532,0,1,0,0,0,1,8532,4039,0,4493,1,0,0,0,d34317ca076d305a0aec92a5b94ad854,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CONUNTRYCLUB,60478,1,713,1,713,0,1,0,0,0,0,0,0,0,0,0,0,0,0,d87208b84758e8ce07ea8ca55e0b1a0f,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),ELMWOOD PARD,60707,1,4766,1,4766,0,1,0,0,0,1,4766,1496,0,3270,1,0,0,0,506628932ec42fc5be10f8e248f7f2d8,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),DIXMOOR,60426,68,3105,65,201845,7,56,2,0,0,39,188052,124073,54203,9777,37,0,2,1,c592c4af3c9fae608e5133e5e2e75969,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),FORD EIGHTS,60411,1,8415,1,8415,0,1,0,0,0,1,5906,5906,0,0,1,0,0,0,0d7d95313b6e683001539bc2366b5433,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),GLENWOOD,60425,234,2567,228,585373,13,211,4,0,0,192,733700,528137,183813,21750,178,9,5,1,213df71a98bcfc3e8726a51829e77f5b,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),HAZELCREST,60429,8,1957,8,15654,0,8,0,0,0,8,14180,14180,0,0,8,0,0,0,b217f3a45f4ff8e1f9730e16ae5e6760,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),JEFFERSON PK,60630,1,1688,1,1688,0,1,0,0,0,1,1688,1688,0,0,1,0,0,0,72887fcd1815c1209f6132fbe6bec318,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),MARKHAM,60428,447,3292,421,1385816,34,367,16,4,0,310,1354432,1093489,193710,67233,286,19,5,2,5b1f48986646899c5964d9fd92dedfc3,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),LEYDEN,60164,1,22296,1,22296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,c3fe637213c50459fdff7481832929c1,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),MELROSEPARK,60160,1,3768,1,3768,0,1,0,0,0,1,2432,2432,0,0,1,0,0,0,ccd8719cd3e5e64edc5cb403ce8c7967,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),NILES,60714,38,1890,37,69913,4,33,0,0,0,31,56168,53673,192,2303,31,0,0,0,ffc95412d7702dd086dd7cd868e0df5a,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),PALATINE,60074,2,419,2,838,1,1,0,0,0,1,838,838,0,0,1,0,0,0,26b63b84ed97f2636eb3ef360812d2ad,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),OAKLAWN,60453,1,166,1,166,0,1,0,0,0,1,580,0,0,580,1,0,0,0,e3300636cb24946f0381fb6f7dbcac4c,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),RIVER ROVE,60646,1,1058,1,1058,0,1,0,0,0,1,1058,1058,0,0,1,0,0,0,4a429e8237445abb128ded4cf01d4fe0,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),POSEN,60469,47,2022,46,93027,8,37,1,0,0,26,85778,59559,22356,3863,25,1,0,0,29d871fe336fd900e0a7dade2cd913f3,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHGO,60620,3,2108,3,6324,0,3,0,0,0,3,5010,5010,0,0,3,0,0,0,0621de4f886d8411d9e8a7bc42a923ee,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60621,1,1883,966,1819253,86,867,10,2,1,771,2157634,1501694,485877,170063,737,29,5,4,f119ca6399d09ad85d9633c80f546734,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),BURNHAM,60633,89,2185,85,185698,12,71,2,0,0,60,196211,157110,29524,9577,57,3,0,0,41284c6ce2b4593d8cb460340b3b0a6b,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60290,1,4717,1,4717,0,1,0,0,0,1,3505,3505,0,0,1,0,0,0,01a090291c87148cba6d397b9a14da60,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60655,1,1722,1303,2243856,53,1,1,0,0,1151,2009535,1905763,84460,19312,1,1,0,0,4825ccd06dedff3d313c2bc72b2d6d66,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CALUMET PARK,60828,1,7171,1,7171,0,1,0,0,0,1,3779,3779,0,0,1,0,0,0,2f6e4b9ece19afef68cd3ffaa2c7be82,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60611,1,1624,1,1624,0,1,0,0,0,1,1398,1398,0,0,1,0,0,0,786223482ff27f14b80fd7dcf515fdf1,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60707,438,3564,425,1514761,14,394,16,1,0,388,1202528,1092137,47466,62926,375,13,0,0,2baba70586b370050f2cd3d1e150e348,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),BARRINGTON,60010,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92a97510650c94c8aab67d1bdcc080c6,2014-11-20T15:20:20 +00:00
1935,Severe Storm(s),IL,Cook (County),CHIAGO,60619,1,1169,1,1169,0,1,0,0,0,1,1169,1169,0,0,1,0,0,0,ff98090b8a7477e565e83f39ed539864,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60632,3,3990,3530,14085270,99,3,159,27,2,3302,13130873,11148001,548140,1434731,3,172,10,4,0fa399e70db841b414fe2e1fac8eeb36,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICASGO,60620,1,1052,1,1052,0,1,0,0,0,1,593,593,0,0,1,0,0,0,68ec20d7fbc3ad1986b474f7536307bd,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),BERKELEY,60163,375,3641,366,1332519,22,318,24,2,0,312,1268941,1099238,82081,87622,285,26,1,0,51e9f86ed130510713f03802e72ad334,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAG,60643,1,503,1,503,0,1,0,0,0,1,503,503,0,0,1,0,0,0,759be63e33183f96987d8a916a5823a1,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60643,3,2031,3068,6231808,217,2,20,0,0,2527,6386150,5166338,857918,361895,2,57,4,0,e3f9b4d54c5d67febc0f32e15b4311d8,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CICERO,40804,1,1488,1,1488,0,1,0,0,0,1,1029,1029,0,0,1,0,0,0,1523a3334096807e397b228a06141b7b,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),COUNTRY CLUB HILLS,60478,563,2330,542,1262671,21,518,3,0,0,411,1505261,1025234,433717,46309,387,20,4,1,a323c9b3db38fd1cf88ad6f8e99db240,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGOI,60639,1,227,1,227,0,1,0,0,0,1,227,227,0,0,1,0,0,0,8c48ee2c91ea6119b2a48995edf73605,2014-12-12T01:20:24 +00:00
