disasterNumber,incidentType,state,county,city,zipCode,totalValidRegistrations,validCallCenterRegistrations,validWebRegistrations,validMobileRegistrations,ihpReferrals,ihpEligible,ihpAmount,haReferrals,haEligible,haAmount,onaReferrals,onaEligible,onaAmount,hash,lastRefresh
4116,Flood,IL,Cook (County),PROSPECT HEIGHTS,60070,9,6,3,0,5,3,6632.21,5,2,6301.25,5,1,330.96,68d9d1e1ebfb5c43f751447ab80a63f8,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),SOUTH BARRINGTON,60010,2,0,2,0,2,1,1315.12,2,1,1315.12,2,0,0,675bee2ab5aa32727da0f9ad95ec8899,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),PALATINE,60067,15,2,13,0,14,8,16631.73,14,6,15428.36,13,2,1203.37,928056c1f5a898643fa7aa1416679acf,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),SUMMIT ARGO,60501,37,37,0,0,36,28,63404.29,36,22,40497.52,27,16,22906.77,95b0292d90fa5b5a3a807a224b4ed0b9,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),SAUK VILLAGE,60411,393,224,138,31,381,238,689817.7,369,196,616514.04,303,95,73303.66,d95ad6380a29058a1df2f6ef944969c4,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),WILMETTE,60091,218,52,159,7,208,133,435258.58,202,128,426920.84,165,27,8337.74,4eb0d6d074c373b4809860093d6e4bef,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),ARGO,60501,1,0,1,0,1,1,582.92,1,1,582.92,1,0,0,f7765fc305ec63c4545310dbb73d6cfe,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),BLUE ISLAND,60406,354,179,154,21,328,208,442231.5,309,176,383619.88,250,78,58611.62,87e9a0379ee4118f4182b3f2f8d8a6d9,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),CALUMET CITY,60409,2346,1,872,112,2270,1464,3901237.48,2182,1275,3436660.69,1769,574,464576.79,82b9c8eb84281d3fe9d784f8eeeb8399,2015-03-02T19:03:16 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60608,98,38,50,10,93,53,153727.7,84,43,103876.12,77,25,49851.58,7d10fb1f82019cff7b23b962f2747e4a,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60630,476,168,294,14,451,349,665699.57,439,340,622732.32,314,57,42967.25,2659a9307f31b41be5efe02ca6605cd0,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60619,4130,2,1,175,3965,2745,6591773.07,3838,2387,5512737.12,3048,1134,1079035.95,7ed7895e229805fc77ab6e0a811a4e5e,2015-03-02T19:03:16 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60641,126,55,66,5,118,82,214283.12,112,73,172499.35,81,30,41783.77,78e7ed53fdb68547b1424e5d31f80b89,2015-03-02T19:03:16 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60653,405,247,134,24,388,220,563493.7,367,151,418616.55,312,116,144877.15,d3ea8024c2853127ec4be9b999f69d44,2015-03-02T19:03:16 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60707,170,81,83,6,164,134,252515.81,161,124,221625.58,114,26,30890.23,9c99a569d1eaabee7d7b83a624d695c0,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),COUNTRY CLUB HILLS,60478,742,415,299,28,724,527,1774461.44,707,485,1638885.39,544,167,135576.05,096b635e65fa6629d30242a83ffc0aa8,2015-03-02T19:03:16 +00:00
4116,Flood,IL,Cook (County),EAST HAZEL CREST,60429,1,0,1,0,1,1,935.94,1,1,935.94,0,0,0,cbf1e0e7b244ff824a6c43d09e94294d,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),EVERGREEN PK,60805,3,0,3,0,3,1,752.58,3,1,752.58,2,0,0,05c86bd3fedbb60906b5a780ab43112f,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),HANOVER PARK,60133,26,9,16,1,24,13,43681.72,21,11,39503.92,18,5,4177.8,73c1f4a711e1510968854e7339dc755e,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),HILLSIDE,60162,413,211,182,20,400,302,1034358.07,388,275,799940.9,288,115,234417.17,bc42bb0f7798ef498b133fdbdbcd296a,2015-03-02T19:03:16 +00:00
4116,Flood,IL,Cook (County),LA GRANGE,60525,47,14,33,0,45,31,63873.35,42,25,59175.34,33,11,4698.01,d026f67164552ba7df0864a5ae728551,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),MARKHAM,60426,29,20,8,1,29,18,34420.73,29,16,32984.09,21,3,1436.64,1d652f6b6438b464aeaeaf44e1f44c39,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),MIDLOTHIAN,60445,94,35,53,6,87,57,134372.88,85,50,119738,62,20,14634.88,99627ab1b456cd7c76d543f0546e899d,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),N RIVERSIDE,60546,2,1,1,0,2,1,5173.79,2,1,4913.8,2,1,259.99,6c4f7162c921e48093612b4e2c1bf7d6,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),ORLAND PARK,60467,18,5,12,1,17,11,23159.97,17,10,22639.99,14,2,519.98,813139db2ffdd112101aa798fda14ed9,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),POSEN,60469,107,56,42,9,104,73,145175.93,101,61,134258.35,80,18,10917.58,ca9d86463a973cd8b5914313225d2e50,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),ROSEMONT,60018,6,6,0,0,5,4,13897.05,5,1,8970.87,4,4,4926.18,c63d7d6b6f984c515c6086e970f5f609,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),SUMMIT,60504,1,0,1,0,1,1,1186.35,1,1,1186.35,1,0,0,349d5a3e10c8dfbceb02f6e5bc209b28,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),SKOKIE,60077,260,97,150,13,243,168,372468.82,228,152,332578.25,184,55,39890.57,c69b9740d71d19ad6dc21bb3353e2e06,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),WILLOW SPRINGS,60480,6,2,4,0,6,5,16031.07,6,5,14223.62,5,2,1807.45,ea1e40b32746c7e8bf5f459e5992aaa9,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),ARLINGTON HEIGHTS,60005,13,1,10,2,12,5,6149.18,10,4,5889.19,8,1,259.99,1227578e8e52f424d589d852ef7f9e49,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),BROADVIEW,60153,2,2,0,0,2,2,2726,2,1,1932,2,2,794,c9468033c94452cb0e42eed75821fc6b,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),CALUMETCITY,60409,1,0,1,0,1,1,8049.87,1,1,6586.44,1,1,1463.43,5fc90b9e9d7aaa0cc44bfd2a8dfa3e61,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60610,17,4,8,5,14,3,16855.79,10,2,5598.52,13,3,11257.27,a7947dbc25eacd05591f6d4247182958,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60621,1502,1,355,90,1455,812,1929631.38,1396,576,1478411.83,1218,466,451219.55,9054426a11d671f9270e043d524a8ebb,2015-03-02T19:03:16 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60632,284,156,119,9,274,188,589302.59,267,170,484206.26,224,82,105096.33,90f8b3268a5cae238abd310663ada27a,2015-03-02T19:03:16 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60643,2842,1,915,124,2792,2019,4281041.71,2730,1805,3816678.99,2044,618,464362.72,efaaa439dee871acb21b41e624fabd37,2015-03-02T19:03:16 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60655,200,59,127,14,195,153,246433.4,187,152,242956.39,124,10,3477.01,589aab87ef3c3cec1de5e3029af8d3bc,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60827,184,124,50,10,169,75,209445.75,150,53,161582.66,152,45,47863.09,af0ed84cc269bf663f69f9f2eb4841da,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),CRESTWOOD,60445,24,10,14,0,24,17,47820.79,24,17,46692.07,16,2,1128.72,238d06bdc57bfc6e3d199546d91437f1,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),ELK GROVE VILLAGE,60007,8,2,6,0,8,6,20984.29,8,5,19297.4,7,2,1686.89,07cc3d6c4ef5849b7078743de1bc71d6,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),FORD HEIGHTS,60411,121,77,35,9,115,66,222658.3,113,56,189662.27,97,39,32996.03,3489eb99be4e1231d41ad0be979c4b5d,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),HARVEY,60428,4,3,1,0,4,3,22735.23,3,2,18426.88,2,2,4308.35,bed801cb9420db51ea71e222d80dc4f4,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),HODGKINS,60525,2,1,0,1,1,1,5946.89,1,1,5946.89,1,0,0,b2dd8ee49b13e467304e8cb933d42495,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),LA GRANGE PARK,60526,93,32,59,2,89,70,166356.39,81,66,159767.55,67,15,6588.84,7d651f72149fe5a0a10ba6d0355989d7,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),MATTERSON,60443,1,1,0,0,1,1,1866.77,1,1,1866.77,0,0,0,bc665108f6378bf72fdc19facfb30ebe,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),MOUNT PROSPECT,60056,90,29,59,2,87,58,173748.39,83,57,168554.37,72,8,5194.02,6933355f88c9a1a88d129f07754128a5,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),OAK LAWN,60453,143,43,86,14,137,91,334734.28,129,86,315132.65,113,24,19601.63,f5fbde094b12e55b5211ab1e3d0e8bbd,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),PALATINE,60074,15,6,9,0,15,10,20751.78,14,8,19862.68,13,3,889.1,ddf9fb57d4d1b2d46041132953bbcf86,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),RICHTON PARK,60471,395,188,175,32,387,232,631223.24,367,221,597567.62,295,44,33655.62,d0e93f76c70cea55d00cee18e4e78e6b,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),SCHAUMBURG,60173,3,2,0,1,3,0,0,3,0,0,2,0,0,53f12483624aa1798226c8feef82d491,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),SOUTH CHICAGO HEIGHTS,60411,42,13,22,7,40,29,80762.53,36,25,73457.57,31,11,7304.96,4d11a9c1f1d4891bc7824b3c8b2fe89c,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),SYCAMORE,60178,1,1,0,0,1,0,0,1,0,0,1,0,0,760a2c96155182f5dcea5571cc08ae33,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),WINNETKA,60093,21,3,18,0,19,8,17873.75,16,8,17690.06,17,1,183.69,38ad71cebaad7c2b490ec607cb335c7c,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),BARRINGTON,60010,8,2,6,0,8,5,21406.73,7,5,21146.74,6,1,259.99,be346fc062badfa1caaaea1ffb378253,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),BROADVIEW,60155,659,344,288,27,638,471,1139495.44,622,438,1013743.38,454,150,125752.06,84134a92336f49852a6faefaabc817dd,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),CALUMET PARK,60827,609,390,191,28,593,419,1224362.02,578,385,1086992.41,429,140,137369.61,79269b85af2654cc27a552f994f5f777,2015-03-02T19:03:16 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60612,421,257,136,28,403,229,625396.38,384,166,459840.44,345,127,165555.94,7e503a9f9aae350535693a42815f3b3f,2015-03-02T19:03:16 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60644,1814,1,465,95,1766,1086,2955103.74,1714,902,2191059.99,1474,522,764043.75,1515f4f3cd88d827755716671d53ab24,2015-03-02T19:03:16 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60633,217,154,57,6,209,158,504160.59,202,144,456323.14,160,53,47837.45,86bf3162acc0a88bd42a0d17a6a6c1ed,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60622,41,13,25,3,38,23,38233.88,33,13,25527.02,32,12,12706.86,f49759c8f766ae20fc5c0cfedee3406e,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60656,386,108,262,16,374,290,530073.51,368,278,496750.17,279,67,33323.34,682e023f2c34d81d46967712adb99651,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),CHICAGO HEIGHTS,60411,1195,707,424,64,1146,802,2315205.05,1105,713,2057856.35,884,286,257348.7,0c12f1596eec8d824f60c197468200c8,2015-03-02T19:03:16 +00:00
4116,Flood,IL,Cook (County),DES PLAINES,60016,519,261,231,27,484,307,1004254.16,459,270,817819.47,375,134,186434.69,de0e4c140af765a565b5f48ae4bc3c38,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),ELMHURST,60126,1,1,0,0,1,1,1221.72,1,1,692.22,1,1,529.5,9ebaf63060894683369a434f831a010d,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),FOREST PARK,60130,188,82,104,2,175,111,245117.1,164,98,217880.93,127,29,27236.17,aefb4013785f9846a1a6f0375bd96bc8,2015-03-02T19:03:16 +00:00
4116,Flood,IL,Cook (County),HARVEY,60437,1,0,0,1,1,1,1929.61,1,1,1630,1,1,299.61,14cb9a703421e67299c77b4785a4dc21,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),HOFFMAN ESTATES,60169,18,5,11,2,17,8,15921.32,17,6,10771.58,13,3,5149.74,f06c231f7bf51339257ed71cfbd95b4e,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),LA GRANGE PK,60526,1,0,1,0,1,1,1289.17,1,1,1289.17,1,0,0,e4d62043883f72e609ad08ce0f5b834b,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),MT PROSPECT,60056,8,0,8,0,8,6,28793.1,7,6,26311.35,8,2,2481.75,ed86d44da86ef633871328db2f5d7b61,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),OAKLAWN,60453,1,0,1,0,1,1,1568.21,1,1,1568.21,1,0,0,b13555378657ddfe53660747d808cdfa,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),MATTESON,60443,453,222,205,26,447,311,794293.22,433,304,755874.86,337,52,38418.36,24f884934fa52aeb158ac2a3d6016c00,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),SCHAUMBURG,60193,8,4,4,0,8,8,25263.57,8,8,23924.61,5,2,1338.96,df64e52a7fb75e0ef7e0ef8db6e8f68d,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),PALOS HEIGHTS,60463,8,2,6,0,6,4,14360.04,6,4,14360.04,5,0,0,b5dd51903f17093a6761e040a510e1fa,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),RIVERDALE,60827,1107,721,321,65,1076,714,1839229.42,1050,600,1576672.51,812,270,262556.91,7853b66c8f67f037cbbf5607c8c36718,2015-03-02T19:03:16 +00:00
4116,Flood,IL,Cook (County),SOUTH HOLLAND,60473,1533,816,649,68,1489,1073,3113404.2,1457,1003,2915193.1,1121,266,198211.1,1e225ba4d57529a702bf67d565998f34,2015-03-02T19:03:16 +00:00
4116,Flood,IL,Cook (County),THORNTON,60476,26,12,11,3,26,16,54041.81,26,16,50546.11,24,5,3495.7,ea376272fe231dd304db35681d7a5a30,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),WORTH,60482,8,0,8,0,8,4,7777.52,7,4,7777.52,7,0,0,29c673de9e47c6d5109384796953d082,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),BROOKFI,60513,1,0,1,0,1,1,2120.95,1,1,2120.95,0,0,0,b06842e2993415b180ba12d051f53261,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),BARTLETT,60103,5,1,4,0,5,4,7360.16,4,3,6380.56,5,2,979.6,94fe8ac1074373296d5c86800d329ead,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),CHGO,60617,1,0,1,0,1,1,567.78,1,1,567.78,1,0,0,f4eb5d898baa3d5f6aa1f43a8ec8cee6,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60613,8,3,5,0,8,4,11652.18,8,3,5192,5,4,6460.18,d23bd2ab7bb76dc3c34f1d6678e07b03,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60623,977,627,277,73,952,532,1900607.65,925,435,1461379.58,782,261,439228.07,65e8f85e6b5f721df21e754687c1ad1f,2015-03-02T19:03:16 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60634,866,279,557,30,837,699,1566813.95,819,680,1466812.63,611,135,100001.32,5fa3485db6864a3210b42da0a797f131,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60657,3,0,3,0,3,0,0,3,0,0,1,0,0,a595bf1c59d7e0015e629b77538b5d8e,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60645,157,52,96,9,152,103,176063.64,144,96,144112.66,115,23,31950.98,2077e53e80420867be4c203fe12d8f1d,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),CHICAGO HTS,60411,27,0,23,4,26,21,59532.4,25,19,56493.7,25,5,3038.7,b65c316d6340d8e5697764f66a048a40,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),DES PLAINES,60018,191,80,108,3,178,133,402374.2,174,130,375010.28,124,26,27363.92,6e6cd451f2b5009d399f910923c074f4,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),ELMWOOD PARK,60707,405,138,255,12,387,315,678253.79,381,308,620048.57,263,59,58205.22,d80dbc8297e38b560bac11c8c685b996,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),FOREST VIEW,60402,196,43,148,5,189,174,2059322.43,185,172,1955337.5,159,72,103984.93,44bfdc1c2142071c225c3f624e2656aa,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),HARWOOD HEIGHTS,60706,67,30,33,4,63,54,116902.91,63,53,105950.95,46,15,10951.96,9583e935c48ea6039df99ed0e2526cee,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),HOMETOWN,60456,6,3,3,0,5,1,787.67,5,1,787.67,1,0,0,539ee79fc0a6790944a9e50057249d90,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),NILES,60714,509,239,260,10,478,361,815112.71,463,352,770020.5,333,74,45092.21,66c223f12b85c9171047b04425ccbcc7,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),MAYWOOD,60153,1725,1,605,70,1675,1251,3421783.04,1625,1107,2795972.33,1296,556,625810.71,0a7b3a15a4d72da32230ddac73a0d292,2015-03-02T19:03:16 +00:00
4116,Flood,IL,Cook (County),LANISNG,60438,1,0,1,0,1,1,3098.81,1,1,2833.81,1,1,265,2885f6c539e145a30cc7887cff39dc60,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),OAK PARK,60302,79,35,41,3,77,52,109522.74,71,47,93880.72,61,17,15642.02,49ce80ec55a2e98f04cd31ef7fb2c15c,2015-03-02T19:03:16 +00:00
4116,Flood,IL,Cook (County),PALOS HILLS,60465,15,3,9,3,13,6,56360.27,11,6,55566.27,10,1,794,7e40ab87751d570ab53116d442617fe0,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),RIVER FOREST,60305,58,15,42,1,54,34,73309.36,52,32,71283.2,42,6,2026.16,df1d1b3a8214a43e4db9611bb43871a2,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),SCHAUMBURG,60194,15,4,11,0,15,8,27286.94,14,7,25328.51,12,5,1958.43,08a9bd8e3f486343f2ce1b9db83a147f,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),SOUTHHOLLAND,60473,1,0,1,0,1,0,0,1,0,0,0,0,0,883028f6dbcdb5ac9b035ba15fdb2ed0,2014-11-23T02:38:04 +00:00
4116,Flood,IL,Cook (County),TINLEY PARK,60477,46,18,24,4,43,30,82926.81,43,28,79173.28,35,9,3753.53,2a23e7d5d634f810f7a23e1d79113c42,2014-11-23T02:38:04 +00:00
1800,Severe Storm(s),IL,Cook (County),BARRINGTON,60010,5,2,3,0,5,1,2285.96,5,1,2136.96,5,1,149,62295fa2706e8869ab858857edbf075f,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),BROOKFIELD,60513,66,23,43,0,63,45,156620.36,61,43,138760.23,49,14,17860.13,8f840018f375aeb19ce0247ec46eadb0,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CALUMET PARK,60827,541,312,229,0,519,315,479756.64,508,295,433723.3,349,77,46033.34,d4b0edbe3398e45350e7046d281b0f31,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60610,3,0,3,0,2,0,0,2,0,0,2,0,0,d6f961f4916dc4aafb8327a820577852,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60621,496,332,164,0,468,224,479901.63,457,188,405396.76,342,82,74504.87,a1c937877810fd07c4f1a9ec55477ebe,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60632,15,8,7,0,15,11,14114.21,15,10,13505.59,8,2,608.62,46c8998ef6165be89c6a25d788be46c4,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60643,1239,729,510,0,1194,684,1214463,1177,613,1097808.13,820,189,116654.87,4031106431623f00582ddef53974b448,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60656,55,11,44,0,51,39,60127.94,51,39,58708.97,36,3,1418.97,e181bc05d03b000ca77d8ea2f87a4c5d,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO HTS,60411,28,8,20,0,28,17,35326.33,28,13,29421.96,21,10,5904.37,536be31211a61df9ee3777127c18c46d,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),DES PLAINES,60016,699,384,315,0,635,427,1869510.55,615,394,1635769.86,486,158,233740.69,984b91e00129d179f96389b40e25f3ad,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),EVANSTON,60201,76,32,44,0,74,38,44265.69,72,35,37501.28,54,8,6764.41,8bc425cd391c94b03d32c71107cbe27b,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),GLENCOE,60022,20,10,10,0,19,12,28101.16,19,11,25046.94,10,4,3054.22,8b8e4bf7e3eefb293279d9f8762ae944,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),HAZEL CREST,60429,742,416,326,0,711,391,600925.09,697,347,542358.09,502,98,58567,6d8cce14ff434ec1679c881c457ad2d8,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),INVERNESS,60067,1,1,0,0,1,0,0,1,0,0,1,0,0,3b04c00f541af5c97d8b94a235774589,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),LYONS,60534,15,5,10,0,14,4,23749.38,13,4,23314.39,11,1,434.99,d4921de484a2443282215596741cd902,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),MERRIONETT PK,60803,1,1,0,0,1,0,0,1,0,0,0,0,0,bf7578a3bc73ad534fad02cb40576e98,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),NORTH RIVERSIDE,60546,11,2,9,0,10,7,14460.64,9,7,13000.67,9,2,1459.97,c3c4cff9810b3e5aca888a0cda93c21d,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),ORLAND PARK,60467,4,1,3,0,4,2,6103.52,3,2,5971.52,3,1,132,7752b2e987b9258a9633aafecc216045,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),PROSPECT HEIGHTS,60070,10,7,3,0,9,3,20874.92,9,3,20549.93,5,1,324.99,f2a3696a11e03cd22efaf482ed8a834d,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),ROSELLE,60172,8,0,8,0,8,7,28493.56,8,7,27598.58,8,2,894.98,d63d4d9c010d42f8e25fb8658f86f6d5,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),SCHILLER PARK,60176,114,59,55,0,105,81,323544.08,105,73,267586.39,72,30,55957.69,fcf0116bcc6576e6a78b9f79b8871626,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),STREAMWOOD,60107,37,17,20,0,34,23,93463.19,34,21,83040.75,22,7,10422.44,5dd6d5552c5160a7f194c9b9433aabf5,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),WHEELING,60090,42,23,19,0,40,31,122377.93,40,30,114086.16,28,9,8291.77,74c8d28bc374e768f75e02caa5d77107,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),BARTLETT,60103,156,50,106,0,143,103,702991.53,141,98,656224.65,98,23,46766.88,18d4a9616e9b498685a1d6c8b8125713,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),BUFFALO GROVE,60089,2,0,2,0,1,1,1267.51,1,1,1267.51,0,0,0,6ed3bed9f268eeec30c340067e864ea5,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),C. C. HILLS,60478,1,0,1,0,1,1,274.58,1,0,0,1,1,274.58,8dd2d0cbf6f3421ae5c42ecc86af1d94,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60612,113,66,47,0,102,51,166120.67,100,43,137979.99,70,18,28140.68,d63f8c115740a3f9bd0e008936ab5ba1,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60622,14,9,5,0,11,4,9186.1,11,3,5484.35,9,1,3701.75,163c0f4fe7e2e6fb4f2ee1c97b6e7d2b,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60633,102,76,26,0,98,54,106949.16,93,51,98160.93,63,11,8788.23,80b44364d9ac8828cc1bcfdf5b4c46fa,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60644,398,231,167,0,376,234,553789.14,366,187,417729.9,282,110,136059.24,a03bf90480a671fef52f6deb89d6fb44,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60657,1,1,0,0,0,0,0,0,0,0,0,0,0,13cb9c86e112c4a751bd27d00d685634,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO RIDGE,60415,1,0,1,0,1,1,2008.58,1,1,2008.58,1,0,0,bf170994f42056a0a9f0e6f8a3c819d4,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),DES PLAINES,60018,296,130,166,0,273,220,708514.11,270,210,673449.79,183,59,35064.32,2f32a5810a35c5036947dd70f73b04a0,2014-11-23T02:44:41 +00:00
