Outfall Structure,Outfall Location,Tide Gate #,Waterway Reach,Plant,Open date/time,Close date/time,Gate Open Period
DS-M11,DS-M11,,CSSC Lower (SWRP),,2015-06-16 14:41:00,2015-06-17 00:00:00,0 days 09:19:00.000000000
DS-M11,DS-M11,,CSSC Lower (SWRP),,2015-06-16 14:41:00,2015-06-17 00:00:00,0 days 09:19:00.000000000
DS-M11,DS-M11,,CSSC Lower (SWRP),,2015-06-16 14:41:00,2015-06-17 00:00:00,0 days 09:19:00.000000000
DS-M11,DS-M11,,CSSC Lower (SWRP),,2015-06-16 14:41:00,2015-06-17 00:00:00,0 days 09:19:00.000000000
DS-M11,DS-M11,,CSSC Lower (SWRP),,2015-06-16 14:41:00,2015-06-17 00:00:00,0 days 09:19:00.000000000
DS-M11,DS-M11,,CSSC Lower (SWRP),,2015-06-16 14:41:00,2015-06-17 00:00:00,0 days 09:19:00.000000000
DS-M11,DS-M11,,CSSC Lower (SWRP),,2015-06-16 14:41:00,2015-06-17 00:00:00,0 days 09:19:00.000000000
DS-M11,DS-M11,,CSSC Lower (SWRP),,2015-06-16 14:41:00,2015-06-17 00:00:00,0 days 09:19:00.000000000
DS-M11,DS-M11,,CSSC Lower (SWRP),,2015-06-16 14:41:00,2015-06-17 00:00:00,0 days 09:19:00.000000000
DS-M11,DS-M11,,CSSC Lower (SWRP),,2015-06-16 14:41:00,2015-06-17 00:00:00,0 days 09:19:00.000000000
DS-M11,DS-M11,,CSSC Lower (SWRP),,2015-06-16 14:41:00,2015-06-17 00:00:00,0 days 09:19:00.000000000
DS-M11,DS-M11,,CSSC Lower (SWRP),,2015-06-16 14:41:00,2015-06-17 00:00:00,0 days 09:19:00.000000000
DS-M11,DS-M11,,CSSC Lower (SWRP),,2015-06-16 14:41:00,2015-06-17 00:00:00,0 days 09:19:00.000000000
DS-M11,DS-M11,,CSSC Lower (SWRP),,2015-06-16 14:41:00,2015-06-17 00:00:00,0 days 09:19:00.000000000
DS-D36,DS-D36,,DesPlaines Middle,,2015-06-16 00:00:00,2015-06-17 00:00:00,1 days 00:00:00.000000000
DS-M79,DS-M79,,NBCR Lower (NSC Confluence),,2015-06-16 00:00:00,2015-06-16 01:50:00,0 days 01:50:00.000000000
DS-M79,DS-M79,,NBCR Lower (NSC Confluence),,2015-06-16 00:00:00,2015-06-16 02:22:00,0 days 02:22:00.000000000
DS-D31,DS-D31,,DesPlaines Middle,,2015-06-16 00:00:00,2015-06-16 23:12:00,0 days 23:12:00.000000000
DS-D31,DS-D31,,DesPlaines Middle,,2015-06-16 00:00:00,2015-06-17 00:00:00,1 days 00:00:00.000000000
DS-M08,DS-M08,,CSSC Lower (SWRP),,2015-06-16 00:00:00,2015-06-17 00:00:00,1 days 00:00:00.000000000
"DS-D44,45","DS-D44,45",,DesPlaines Lower,,2015-06-16 00:00:00,2015-06-17 00:00:00,1 days 00:00:00.000000000
"DS-D44,45","DS-D44,45",,DesPlaines Lower,,2015-06-16 00:00:00,2015-06-17 00:00:00,1 days 00:00:00.000000000
DS-M10,DS-M10,,CSSC Lower (SWRP),,2015-06-16 00:00:00,2015-06-16 01:07:00,0 days 01:07:00.000000000
DS-M10,DS-M10,,CSSC Lower (SWRP),,2015-06-16 00:00:00,2015-06-16 01:07:00,0 days 01:07:00.000000000
DS-M10,DS-M10,,CSSC Lower (SWRP),,2015-06-16 00:00:00,2015-06-16 01:18:00,0 days 01:18:00.000000000
DS-D43,DS-D43,,DesPlaines Lower,,2015-06-16 00:00:00,2015-06-17 00:00:00,1 days 00:00:00.000000000
DS-M11,DS-M11,,CSSC Lower (SWRP),,2015-06-16 14:41:00,2015-06-17 00:00:00,0 days 09:19:00.000000000
DS-M11,DS-M11,,CSSC Lower (SWRP),,2015-06-16 14:41:00,2015-06-17 00:00:00,0 days 09:19:00.000000000
DS-M66,DS-M66,,NBCR Lower (NSC Confluence),,2015-06-16 00:42:00,2015-06-16 01:40:00,0 days 00:58:00.000000000
DS-M66,DS-M66,,NBCR Lower (NSC Confluence),,2015-06-16 00:45:00,2015-06-16 01:39:00,0 days 00:54:00.000000000
CDS-51,CDS-51,,Little Cal R (South),,2015-06-15 09:38:00,2015-06-15 23:59:00,0 days 14:21:00.000000000
CDS-2,CDS-2,,Cal Sag Ch,,2015-06-15 15:35:00,2015-06-15 23:59:00,0 days 08:24:00.000000000
CDS-15-2,CDS-15-2,,Little Cal R (North),,2015-06-15 19:20:00,2015-06-15 23:59:00,0 days 04:39:00.000000000
125TH ST PS (CDS-13),125TH ST PS (CDS-13),,Little Cal R (North),,2015-06-15 19:40:00,2015-06-15 23:59:00,0 days 04:19:00.000000000
CDS-45,CDS-45,,Little Cal R (South),,2015-06-15 11:52:00,2015-06-15 23:59:00,0 days 12:07:00.000000000
CDS-8,CDS-8,,Cal Sag Ch,,2015-06-15 19:42:00,2015-06-15 23:59:00,0 days 04:17:00.000000000
CDS-7,CDS-7,,Cal Sag Ch,,2015-06-15 21:15:00,2015-06-15 23:45:00,0 days 02:30:00.000000000
CDS-42,CDS-42,,Little Cal R (South),,2015-06-15 11:57:00,2015-06-15 23:59:00,0 days 12:02:00.000000000
CDS-41,CDS-41,,Little Cal R (South),,2015-06-15 19:37:00,2015-06-15 22:11:00,0 days 02:34:00.000000000
CDS-53,CDS-53,,Little Cal R (South),,2015-06-15 09:02:00,2015-06-15 23:59:00,0 days 14:57:00.000000000
CDS-4,CDS-4,,Cal Sag Ch,,2015-06-15 15:35:00,2015-06-15 23:59:00,0 days 08:24:00.000000000
CDS-43,CDS-43,,Little Cal R (South),,2015-06-15 19:46:00,2015-06-15 20:59:00,0 days 01:13:00.000000000
PULASKI RD PS (18E-PS),PULASKI RD PS (18E-PS),,Cal Sag Ch,,2015-06-15 15:35:00,2015-06-15 23:59:00,0 days 08:24:00.000000000
CDS-10,CDS-10,,Cal Sag Ch,,2015-06-15 19:27:00,2015-06-15 23:59:00,0 days 04:32:00.000000000
CDS-11,CDS-11,,Cal Sag Ch,,2015-06-15 19:43:00,2015-06-15 23:05:00,0 days 03:22:00.000000000
CDS-12,CDS-12,,Little Cal R (North),,2015-06-15 19:46:00,2015-06-15 21:32:00,0 days 01:46:00.000000000
CDS-21,CDS-21,,Grand Cal R,,2015-06-15 15:09:00,2015-06-15 23:59:00,0 days 08:50:00.000000000
CDS-22,CDS-22,,Grand Cal R,,2015-06-15 19:16:00,2015-06-15 23:59:00,0 days 04:43:00.000000000
CDS-14,CDS-14,,Little Cal R (North),,2015-06-15 19:37:00,2015-06-15 23:59:00,0 days 04:22:00.000000000
C-1,C-1,,Little Cal R (South),,2015-06-15 19:34:00,2015-06-15 22:06:00,0 days 02:32:00.000000000
DS-M106E,DS-M106E,,NSC Upper (NSWRP),,2015-06-15 00:00:00,2015-06-15 09:36:00,0 days 09:36:00.000000000
DS-D01,DS-D01,,DesPlaines Upper,,2015-06-15 17:48:00,2015-06-15 17:53:00,0 days 00:05:00.000000000
DS-D01,DS-D01,,DesPlaines Upper,,2015-06-15 17:54:00,2015-06-15 17:58:00,0 days 00:04:00.000000000
DS-D01,DS-D01,,DesPlaines Upper,,2015-06-15 18:08:00,2015-06-15 20:55:00,0 days 02:47:00.000000000
DS-D02,DS-D02,,DesPlaines Upper,,2015-06-15 18:16:00,2015-06-15 19:03:00,0 days 00:47:00.000000000
DS-D41,DS-D41,,DesPlaines Lower,,2015-06-15 17:01:00,2015-06-15 17:03:00,0 days 00:02:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D06,DS-D06,,DesPlaines Upper,,2015-06-15 18:15:00,2015-06-16 00:00:00,0 days 05:45:00.000000000
DS-D09,DS-D09,,DesPlaines Middle,,2015-06-15 17:01:00,2015-06-16 00:00:00,0 days 06:59:00.000000000
DS-D09,DS-D09,,DesPlaines Middle,,2015-06-15 17:01:00,2015-06-16 00:00:00,0 days 06:59:00.000000000
DS-D08,DS-D08,,DesPlaines Middle,,2015-06-15 17:58:00,2015-06-15 18:02:00,0 days 00:04:00.000000000
DS-D08,DS-D08,,DesPlaines Middle,,2015-06-15 18:06:00,2015-06-15 20:14:00,0 days 02:08:00.000000000
DS-M11,DS-M11,,CSSC Lower (SWRP),,2015-06-15 09:57:00,2015-06-15 11:48:00,0 days 01:51:00.000000000
DS-M11,DS-M11,,CSSC Lower (SWRP),,2015-06-15 12:49:00,2015-06-15 14:58:00,0 days 02:09:00.000000000
DS-M11,DS-M11,,CSSC Lower (SWRP),,2015-06-15 15:07:00,2015-06-16 00:00:00,0 days 08:53:00.000000000
DS-D20I,DS-D20I,,DesPlaines Middle,,2015-06-15 17:11:00,2015-06-15 17:13:00,0 days 00:02:00.000000000
DS-D20I,DS-D20I,,DesPlaines Middle,,2015-06-15 17:17:00,2015-06-15 17:23:00,0 days 00:06:00.000000000
DS-D20I,DS-D20I,,DesPlaines Middle,,2015-06-15 17:44:00,2015-06-15 21:40:00,0 days 03:56:00.000000000
"DS-D22,24,25","DS-D22,24,25",,DesPlaines Middle,,2015-06-15 17:10:00,2015-06-16 00:00:00,0 days 06:50:00.000000000
DS-D12I,DS-D12I,,DesPlaines Middle,,2015-06-15 17:45:00,2015-06-15 21:51:00,0 days 04:06:00.000000000
DS-D11,DS-D11,,DesPlaines Middle,,2015-06-15 17:07:00,2015-06-15 21:56:00,0 days 04:49:00.000000000
DS-D10,DS-D10,,DesPlaines Middle,,2015-06-15 16:58:00,2015-06-15 17:27:00,0 days 00:29:00.000000000
DS-D10,DS-D10,,DesPlaines Middle,,2015-06-15 17:36:00,2015-06-15 17:39:00,0 days 00:03:00.000000000
DS-D10,DS-D10,,DesPlaines Middle,,2015-06-15 17:48:00,2015-06-15 17:50:00,0 days 00:02:00.000000000
DS-D10,DS-D10,,DesPlaines Middle,,2015-06-15 17:58:00,2015-06-16 00:00:00,0 days 06:02:00.000000000
Wilmette,Wilmette,,,,2015-06-15 06:40:00,2015-06-15 23:59:00,0 days 17:19:00.000000000
DS-D16,DS-D16,,DesPlaines Middle,,2015-06-15 17:48:00,2015-06-15 18:46:00,0 days 00:58:00.000000000
DS-D15,DS-D15,,DesPlaines Middle,,2015-06-15 16:54:00,2015-06-16 00:00:00,0 days 07:06:00.000000000
DS-D14,DS-D14,,DesPlaines Middle,,2015-06-15 17:01:00,2015-06-15 17:27:00,0 days 00:26:00.000000000
DS-D13,DS-D13,,DesPlaines Middle,,2015-06-15 16:59:00,2015-06-16 00:00:00,0 days 07:01:00.000000000
DS-D17,DS-D17,,DesPlaines Middle,,2015-06-15 17:26:00,2015-06-15 17:30:00,0 days 00:04:00.000000000
DS-D27I,DS-D27I,,DesPlaines Middle,,2015-06-15 09:31:00,2015-06-15 12:26:00,0 days 02:55:00.000000000
DS-D27I,DS-D27I,,DesPlaines Middle,,2015-06-15 17:10:00,2015-06-16 00:00:00,0 days 06:50:00.000000000
DS-D28,DS-D28,,DesPlaines Middle,,2015-06-15 17:31:00,2015-06-16 00:00:00,0 days 06:29:00.000000000
"DS-D37,38","DS-D37,38",,Salt Cr,,2015-06-15 18:29:00,2015-06-16 00:00:00,0 days 05:31:00.000000000
"DS-D37,38","DS-D37,38",,Salt Cr,,2015-06-15 17:22:00,2015-06-15 17:28:00,0 days 00:06:00.000000000
DS-D26,DS-D26,,DesPlaines Middle,,2015-06-15 17:28:00,2015-06-15 22:24:00,0 days 04:56:00.000000000
"DS-D19,23","DS-D19,23",,DesPlaines Middle,,2015-06-15 17:13:00,2015-06-15 23:25:00,0 days 06:12:00.000000000
NBPS (DS-M90 & DS-M91),NBPS (DS-M90 & DS-M91),,NBCR Lower (NSC Confluence),,2015-06-15 09:39:00,2015-06-15 23:59:00,0 days 14:20:00.000000000
DS-D33,DS-D33,,DesPlaines Middle,,2015-06-15 17:34:00,2015-06-15 22:55:00,0 days 05:21:00.000000000
DS-D31,DS-D31,,DesPlaines Middle,,2015-06-15 17:50:00,2015-06-16 00:00:00,0 days 06:10:00.000000000
"DS-D39,42,46","DS-D39,42,46",,Salt Cr,,2015-06-15 17:36:00,2015-06-16 00:00:00,0 days 06:24:00.000000000
DS-D35,DS-D35,,DesPlaines Middle,,2015-06-15 17:36:00,2015-06-15 23:48:00,0 days 06:12:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D06,DS-D06,,DesPlaines Upper,,2015-06-15 18:15:00,2015-06-16 00:00:00,0 days 05:45:00.000000000
DS-D09,DS-D09,,DesPlaines Middle,,2015-06-15 17:01:00,2015-06-16 00:00:00,0 days 06:59:00.000000000
DS-D09,DS-D09,,DesPlaines Middle,,2015-06-15 17:01:00,2015-06-16 00:00:00,0 days 06:59:00.000000000
DS-M11,DS-M11,,CSSC Lower (SWRP),,2015-06-15 15:07:00,2015-06-16 00:00:00,0 days 08:53:00.000000000
"DS-D22,24,25","DS-D22,24,25",,DesPlaines Middle,,2015-06-15 17:10:00,2015-06-16 00:00:00,0 days 06:50:00.000000000
DS-D10,DS-D10,,DesPlaines Middle,,2015-06-15 17:58:00,2015-06-16 00:00:00,0 days 06:02:00.000000000
DS-D15,DS-D15,,DesPlaines Middle,,2015-06-15 16:54:00,2015-06-16 00:00:00,0 days 07:06:00.000000000
DS-D13,DS-D13,,DesPlaines Middle,,2015-06-15 16:59:00,2015-06-16 00:00:00,0 days 07:01:00.000000000
DS-D27I,DS-D27I,,DesPlaines Middle,,2015-06-15 17:10:00,2015-06-16 00:00:00,0 days 06:50:00.000000000
DS-D28,DS-D28,,DesPlaines Middle,,2015-06-15 17:31:00,2015-06-16 00:00:00,0 days 06:29:00.000000000
"DS-D37,38","DS-D37,38",,Salt Cr,,2015-06-15 18:29:00,2015-06-16 00:00:00,0 days 05:31:00.000000000
DS-D31,DS-D31,,DesPlaines Middle,,2015-06-15 17:50:00,2015-06-16 00:00:00,0 days 06:10:00.000000000
"DS-D39,42,46","DS-D39,42,46",,Salt Cr,,2015-06-15 17:36:00,2015-06-16 00:00:00,0 days 06:24:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D06,DS-D06,,DesPlaines Upper,,2015-06-15 18:15:00,2015-06-16 00:00:00,0 days 05:45:00.000000000
DS-D09,DS-D09,,DesPlaines Middle,,2015-06-15 17:01:00,2015-06-16 00:00:00,0 days 06:59:00.000000000
DS-D09,DS-D09,,DesPlaines Middle,,2015-06-15 17:01:00,2015-06-16 00:00:00,0 days 06:59:00.000000000
DS-M11,DS-M11,,CSSC Lower (SWRP),,2015-06-15 15:07:00,2015-06-16 00:00:00,0 days 08:53:00.000000000
"DS-D22,24,25","DS-D22,24,25",,DesPlaines Middle,,2015-06-15 17:10:00,2015-06-16 00:00:00,0 days 06:50:00.000000000
DS-D10,DS-D10,,DesPlaines Middle,,2015-06-15 17:58:00,2015-06-16 00:00:00,0 days 06:02:00.000000000
DS-D15,DS-D15,,DesPlaines Middle,,2015-06-15 16:54:00,2015-06-16 00:00:00,0 days 07:06:00.000000000
DS-D13,DS-D13,,DesPlaines Middle,,2015-06-15 16:59:00,2015-06-16 00:00:00,0 days 07:01:00.000000000
DS-D27I,DS-D27I,,DesPlaines Middle,,2015-06-15 17:10:00,2015-06-16 00:00:00,0 days 06:50:00.000000000
DS-D28,DS-D28,,DesPlaines Middle,,2015-06-15 17:31:00,2015-06-16 00:00:00,0 days 06:29:00.000000000
"DS-D37,38","DS-D37,38",,Salt Cr,,2015-06-15 18:29:00,2015-06-16 00:00:00,0 days 05:31:00.000000000
DS-D31,DS-D31,,DesPlaines Middle,,2015-06-15 17:50:00,2015-06-16 00:00:00,0 days 06:10:00.000000000
"DS-D39,42,46","DS-D39,42,46",,Salt Cr,,2015-06-15 17:36:00,2015-06-16 00:00:00,0 days 06:24:00.000000000
DS-D48,DS-D48,,DesPlaines Lower,,2015-06-15 17:00:00,2015-06-15 17:03:00,0 days 00:03:00.000000000
DS-M13,DS-M13,,CSSC Upper (SWRP),,2015-06-15 12:57:00,2015-06-15 13:25:00,0 days 00:28:00.000000000
DS-M13,DS-M13,,CSSC Upper (SWRP),,2015-06-15 17:12:00,2015-06-15 21:25:00,0 days 04:13:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D06,DS-D06,,DesPlaines Upper,,2015-06-15 18:15:00,2015-06-16 00:00:00,0 days 05:45:00.000000000
DS-D09,DS-D09,,DesPlaines Middle,,2015-06-15 17:01:00,2015-06-16 00:00:00,0 days 06:59:00.000000000
DS-D09,DS-D09,,DesPlaines Middle,,2015-06-15 17:01:00,2015-06-16 00:00:00,0 days 06:59:00.000000000
DS-M10,DS-M10,,CSSC Lower (SWRP),,2015-06-15 17:31:00,2015-06-16 00:00:00,0 days 06:29:00.000000000
DS-M10,DS-M10,,CSSC Lower (SWRP),,2015-06-15 17:32:00,2015-06-16 00:00:00,0 days 06:28:00.000000000
DS-M10,DS-M10,,CSSC Lower (SWRP),,2015-06-15 17:31:00,2015-06-16 00:00:00,0 days 06:29:00.000000000
DS-M11,DS-M11,,CSSC Lower (SWRP),,2015-06-15 15:07:00,2015-06-16 00:00:00,0 days 08:53:00.000000000
"DS-D22,24,25","DS-D22,24,25",,DesPlaines Middle,,2015-06-15 17:10:00,2015-06-16 00:00:00,0 days 06:50:00.000000000
DS-M08,DS-M08,,CSSC Lower (SWRP),,2015-06-15 12:52:00,2015-06-15 14:51:00,0 days 01:59:00.000000000
DS-D10,DS-D10,,DesPlaines Middle,,2015-06-15 17:58:00,2015-06-16 00:00:00,0 days 06:02:00.000000000
DS-M03,DS-M03,,CSSC Lower (SWRP),,2015-06-15 12:56:00,2015-06-15 15:25:00,0 days 02:29:00.000000000
DS-M03,DS-M03,,CSSC Lower (SWRP),,2015-06-15 17:04:00,2015-06-16 00:00:00,0 days 06:56:00.000000000
DS-D15,DS-D15,,DesPlaines Middle,,2015-06-15 16:54:00,2015-06-16 00:00:00,0 days 07:06:00.000000000
DS-D13,DS-D13,,DesPlaines Middle,,2015-06-15 16:59:00,2015-06-16 00:00:00,0 days 07:01:00.000000000
DS-M09,DS-M09,,CSSC Lower (SWRP),,2015-06-15 13:01:00,2015-06-15 13:16:00,0 days 00:15:00.000000000
DS-M09,DS-M09,,CSSC Lower (SWRP),,2015-06-15 16:53:00,2015-06-16 00:00:00,0 days 07:07:00.000000000
DS-D27I,DS-D27I,,DesPlaines Middle,,2015-06-15 17:10:00,2015-06-16 00:00:00,0 days 06:50:00.000000000
DS-D28,DS-D28,,DesPlaines Middle,,2015-06-15 17:31:00,2015-06-16 00:00:00,0 days 06:29:00.000000000
DS-D66,DS-D66,,DesPlaines Middle,,2015-06-15 17:41:00,2015-06-15 17:46:00,0 days 00:05:00.000000000
"DS-D37,38","DS-D37,38",,Salt Cr,,2015-06-15 18:29:00,2015-06-16 00:00:00,0 days 05:31:00.000000000
DS-D62,DS-D62,,Salt Cr,,2015-06-15 17:53:00,2015-06-15 22:45:00,0 days 04:52:00.000000000
"DS-D47,50,51","DS-D47,50,51",,Salt Cr,,2015-06-15 16:40:00,2015-06-15 16:44:00,0 days 00:04:00.000000000
"DS-D47,50,51","DS-D47,50,51",,Salt Cr,,2015-06-15 16:49:00,2015-06-15 16:55:00,0 days 00:06:00.000000000
DS-D31,DS-D31,,DesPlaines Middle,,2015-06-15 17:50:00,2015-06-16 00:00:00,0 days 06:10:00.000000000
"DS-D39,42,46","DS-D39,42,46",,Salt Cr,,2015-06-15 17:36:00,2015-06-16 00:00:00,0 days 06:24:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D06,DS-D06,,DesPlaines Upper,,2015-06-15 18:15:00,2015-06-16 00:00:00,0 days 05:45:00.000000000
DS-D09,DS-D09,,DesPlaines Middle,,2015-06-15 17:01:00,2015-06-16 00:00:00,0 days 06:59:00.000000000
DS-D09,DS-D09,,DesPlaines Middle,,2015-06-15 17:01:00,2015-06-16 00:00:00,0 days 06:59:00.000000000
DS-M10,DS-M10,,CSSC Lower (SWRP),,2015-06-15 17:31:00,2015-06-16 00:00:00,0 days 06:29:00.000000000
DS-M10,DS-M10,,CSSC Lower (SWRP),,2015-06-15 17:32:00,2015-06-16 00:00:00,0 days 06:28:00.000000000
DS-M10,DS-M10,,CSSC Lower (SWRP),,2015-06-15 17:31:00,2015-06-16 00:00:00,0 days 06:29:00.000000000
DS-M11,DS-M11,,CSSC Lower (SWRP),,2015-06-15 15:07:00,2015-06-16 00:00:00,0 days 08:53:00.000000000
"DS-D22,24,25","DS-D22,24,25",,DesPlaines Middle,,2015-06-15 17:10:00,2015-06-16 00:00:00,0 days 06:50:00.000000000
DS-D10,DS-D10,,DesPlaines Middle,,2015-06-15 17:58:00,2015-06-16 00:00:00,0 days 06:02:00.000000000
DS-M03,DS-M03,,CSSC Lower (SWRP),,2015-06-15 17:04:00,2015-06-16 00:00:00,0 days 06:56:00.000000000
DS-D15,DS-D15,,DesPlaines Middle,,2015-06-15 16:54:00,2015-06-16 00:00:00,0 days 07:06:00.000000000
DS-D13,DS-D13,,DesPlaines Middle,,2015-06-15 16:59:00,2015-06-16 00:00:00,0 days 07:01:00.000000000
DS-M09,DS-M09,,CSSC Lower (SWRP),,2015-06-15 16:53:00,2015-06-16 00:00:00,0 days 07:07:00.000000000
DS-D27I,DS-D27I,,DesPlaines Middle,,2015-06-15 17:10:00,2015-06-16 00:00:00,0 days 06:50:00.000000000
DS-D28,DS-D28,,DesPlaines Middle,,2015-06-15 17:31:00,2015-06-16 00:00:00,0 days 06:29:00.000000000
"DS-D37,38","DS-D37,38",,Salt Cr,,2015-06-15 18:29:00,2015-06-16 00:00:00,0 days 05:31:00.000000000
DS-D31,DS-D31,,DesPlaines Middle,,2015-06-15 17:50:00,2015-06-16 00:00:00,0 days 06:10:00.000000000
"DS-D39,42,46","DS-D39,42,46",,Salt Cr,,2015-06-15 17:36:00,2015-06-16 00:00:00,0 days 06:24:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D06,DS-D06,,DesPlaines Upper,,2015-06-15 18:15:00,2015-06-16 00:00:00,0 days 05:45:00.000000000
DS-D09,DS-D09,,DesPlaines Middle,,2015-06-15 17:01:00,2015-06-16 00:00:00,0 days 06:59:00.000000000
DS-D09,DS-D09,,DesPlaines Middle,,2015-06-15 17:01:00,2015-06-16 00:00:00,0 days 06:59:00.000000000
DS-M10,DS-M10,,CSSC Lower (SWRP),,2015-06-15 17:31:00,2015-06-16 00:00:00,0 days 06:29:00.000000000
DS-M10,DS-M10,,CSSC Lower (SWRP),,2015-06-15 17:32:00,2015-06-16 00:00:00,0 days 06:28:00.000000000
DS-M10,DS-M10,,CSSC Lower (SWRP),,2015-06-15 17:31:00,2015-06-16 00:00:00,0 days 06:29:00.000000000
DS-M11,DS-M11,,CSSC Lower (SWRP),,2015-06-15 15:07:00,2015-06-16 00:00:00,0 days 08:53:00.000000000
"DS-D22,24,25","DS-D22,24,25",,DesPlaines Middle,,2015-06-15 17:10:00,2015-06-16 00:00:00,0 days 06:50:00.000000000
DS-D10,DS-D10,,DesPlaines Middle,,2015-06-15 17:58:00,2015-06-16 00:00:00,0 days 06:02:00.000000000
DS-M03,DS-M03,,CSSC Lower (SWRP),,2015-06-15 17:04:00,2015-06-16 00:00:00,0 days 06:56:00.000000000
DS-D15,DS-D15,,DesPlaines Middle,,2015-06-15 16:54:00,2015-06-16 00:00:00,0 days 07:06:00.000000000
DS-D13,DS-D13,,DesPlaines Middle,,2015-06-15 16:59:00,2015-06-16 00:00:00,0 days 07:01:00.000000000
DS-M09,DS-M09,,CSSC Lower (SWRP),,2015-06-15 16:53:00,2015-06-16 00:00:00,0 days 07:07:00.000000000
DS-D27I,DS-D27I,,DesPlaines Middle,,2015-06-15 17:10:00,2015-06-16 00:00:00,0 days 06:50:00.000000000
DS-D28,DS-D28,,DesPlaines Middle,,2015-06-15 17:31:00,2015-06-16 00:00:00,0 days 06:29:00.000000000
"DS-D37,38","DS-D37,38",,Salt Cr,,2015-06-15 18:29:00,2015-06-16 00:00:00,0 days 05:31:00.000000000
DS-D31,DS-D31,,DesPlaines Middle,,2015-06-15 17:50:00,2015-06-16 00:00:00,0 days 06:10:00.000000000
"DS-D39,42,46","DS-D39,42,46",,Salt Cr,,2015-06-15 17:36:00,2015-06-16 00:00:00,0 days 06:24:00.000000000
TG-I9,TG-I9,,CSSC Upper (SWRP),,2015-06-15 12:48:00,2015-06-15 14:31:00,0 days 01:43:00.000000000
TG-I9,TG-I9,,CSSC Upper (SWRP),,2015-06-15 17:07:00,2015-06-15 23:58:00,0 days 06:51:00.000000000
DS-M54,DS-M54,,Chicago R,,2015-06-15 17:28:00,2015-06-15 21:09:00,0 days 03:41:00.000000000
DS-M54,DS-M54,,Chicago R,,2015-06-15 21:10:00,2015-06-15 21:32:00,0 days 00:22:00.000000000
DS-M54,DS-M54,,Chicago R,,2015-06-15 22:01:00,2015-06-15 22:07:00,0 days 00:06:00.000000000
DS-M54,DS-M54,,Chicago R,,2015-06-15 22:32:00,2015-06-15 22:41:00,0 days 00:09:00.000000000
"DS-D22,24,25","DS-D22,24,25",,DesPlaines Middle,,2015-06-15 17:10:00,2015-06-16 00:00:00,0 days 06:50:00.000000000
DS-M49,DS-M49,,SB Chicago R,,2015-06-15 12:52:00,2015-06-15 13:03:00,0 days 00:11:00.000000000
DS-M49,DS-M49,,SB Chicago R,,2015-06-15 17:11:00,2015-06-15 22:26:00,0 days 05:15:00.000000000
DS-M45,DS-M45,,SB Chicago R,,2015-06-15 12:49:00,2015-06-15 13:56:00,0 days 01:07:00.000000000
DS-M45,DS-M45,,SB Chicago R,,2015-06-15 17:17:00,2015-06-15 21:09:00,0 days 03:52:00.000000000
DS-M45,DS-M45,,SB Chicago R,,2015-06-15 21:19:00,2015-06-15 21:31:00,0 days 00:12:00.000000000
